Date,open,high,low,close,volume,vwap,timestamp,transactions,otc
2023-10-10,103.26,107.1675,102.99,106.58,36192.0,106.02,1696910400000,1417,
2023-10-11,107.52,108.91,106.1881,107.55,50718.0,107.5718,1696996800000,3218,
2023-10-12,108.2,108.2,102.51,102.64,50550.0,103.4735,1697083200000,1882,
2023-10-13,102.42,102.8,99.33,101.45,38877.0,101.488,1697169600000,2069,
2023-10-16,102.81,103.31,98.77,98.95,49370.0,100.502,1697428800000,1944,
2023-10-17,99.49,107.28,99.49,106.88,51442.0,105.3401,1697515200000,2315,
2023-10-18,104.77,104.77,99.98,99.99,25005.0,101.796,1697601600000,1211,
2023-10-19,100.31,101.79,98.34,98.6,25020.0,99.6428,1697688000000,1215,
2023-10-20,98.6,100.2,96.29,96.56,25432.0,97.5264,1697774400000,1190,
2023-10-23,96.33,99.85,96.33,98.07,41947.0,98.4823,1698033600000,1888,
2023-10-24,99.09,101.935,98.12,101.41,39731.0,100.531,1698120000000,1824,
2023-10-25,100.31,100.31,97.53,100.0,49937.0,99.2876,1698206400000,1857,
2023-10-26,100.3352,101.065,96.335,96.57,20757.0,97.5213,1698292800000,1422,
2023-10-27,96.47,96.73,93.95,96.52,34598.0,95.9817,1698379200000,1457,
2023-10-30,97.91,99.69,92.535,93.99,62030.0,95.1253,1698638400000,2134,
2023-10-31,94.99,96.0799,93.33,93.83,40208.0,94.4115,1698724800000,1847,
2023-11-01,93.8,97.575,87.77,89.06,46636.0,89.8704,1698811200000,2332,
2023-11-02,90.79,93.595,87.21,90.34,59286.0,89.578,1698897600000,2685,
2023-11-03,92.61,95.4,91.35,93.22,48873.0,93.4172,1698984000000,2241,
2023-11-06,95.33,97.19,89.05,91.91,76011.0,90.8818,1699246800000,2697,
2023-11-07,90.18,93.435,89.12,93.32,39456.0,92.6607,1699333200000,2024,
2023-11-08,92.87,94.21,91.44,93.73,24375.0,93.2347,1699419600000,1273,
2023-11-09,93.28,93.92,84.63,85.66,75315.0,88.0445,1699506000000,2483,
2023-11-10,86.54,87.56,83.745,85.04,34576.0,85.5374,1699592400000,1481,
2023-11-13,85.78,86.1097,82.86,84.55,33255.0,84.7838,1699851600000,1596,
2023-11-14,87.92,94.53,87.92,93.58,49746.0,92.6235,1699938000000,2347,
2023-11-15,94.92,97.61,92.46,93.77,43314.0,94.4966,1700024400000,1833,
2023-11-16,93.88,100.6,90.8382,91.62,29961.0,92.2028,1700110800000,1630,
2023-11-17,91.96,91.96,88.84,89.93,41124.0,90.1909,1700197200000,1713,
2023-11-20,90.55,92.39,89.04,89.33,32104.0,89.7404,1700456400000,1968,
2023-11-21,88.73,90.305,87.06,88.55,35335.0,88.1816,1700542800000,1462,
2023-11-22,90.03,90.58,87.0,87.87,65447.0,88.3661,1700629200000,2477,
2023-11-24,87.8,91.99,87.585,91.6,27887.0,90.3818,1700802000000,1168,
2023-11-27,91.5,92.85,86.44,86.44,36950.0,88.2747,1701061200000,1816,
2023-11-28,86.05,87.92,85.17,87.63,39524.0,87.2105,1701147600000,1307,
2023-11-29,87.9,89.9,87.13,87.86,38792.0,88.0049,1701234000000,1819,
