Date,open,high,low,close,volume,vwap,timestamp,transactions,otc
2023-10-10,29.49,30.105,29.48,29.89,388698.0,29.9435,1696910400000,6394,
2023-10-11,29.99,30.89,29.715,29.86,147198.0,29.8765,1696996800000,3194,
2023-10-12,29.99,30.435,29.5701,29.76,146092.0,29.8988,1697083200000,2838,
2023-10-13,30.09,30.09,29.2,29.33,217850.0,29.4281,1697169600000,4482,
2023-10-16,29.64,30.09,29.32,29.36,130460.0,29.5284,1697428800000,3564,
2023-10-17,28.9,29.92,28.75,29.53,192299.0,29.4574,1697515200000,3785,
2023-10-18,29.03,29.27,28.36,28.49,122952.0,28.7102,1697601600000,2923,
2023-10-19,28.92,28.955,26.53,26.62,282946.0,27.1778,1697688000000,4884,
2023-10-20,26.63,26.805,25.73,25.76,223791.0,26.0585,1697774400000,4409,
2023-10-23,25.55,25.93,25.05,25.32,428989.0,25.5401,1698033600000,7500,
2023-10-24,25.37,26.135,25.37,25.86,140554.0,25.845,1698120000000,3516,
2023-10-25,25.44,25.68,24.41,24.6,132958.0,24.7503,1698206400000,3572,
2023-10-26,24.82,26.35,24.42,24.83,125892.0,24.9897,1698292800000,2507,
2023-10-27,25.02,25.02,24.12,24.31,115725.0,24.441,1698379200000,2618,
2023-10-30,24.47,24.47,23.74,24.0,106463.0,24.0396,1698638400000,2612,
2023-10-31,23.76,24.29,23.7,24.26,161567.0,24.105,1698724800000,2964,
2023-11-01,24.22,24.45,23.83,24.41,146267.0,24.2538,1698811200000,3342,
2023-11-02,25.0,25.83,24.89,25.68,201209.0,25.4953,1698897600000,4282,
2023-11-03,26.05,26.69,25.74,26.14,227508.0,26.2254,1698984000000,4500,
2023-11-06,26.11,26.14,25.0175,25.58,159366.0,25.6504,1699246800000,3109,
2023-11-07,23.51,24.82,22.33,22.73,461684.0,23.0501,1699333200000,7327,
2023-11-08,22.78,23.4,22.68,23.18,213528.0,23.1069,1699419600000,4343,
2023-11-09,23.45,23.45,22.26,22.36,148236.0,22.5665,1699506000000,2957,
2023-11-10,22.64,24.085,22.4132,23.81,153518.0,23.5503,1699592400000,2694,
2023-11-13,23.52,23.89,22.99,23.61,221449.0,23.4653,1699851600000,3423,
2023-11-14,24.75,25.56,24.6801,25.39,164024.0,25.3296,1699938000000,3451,
2023-11-15,25.4,26.44,25.31,25.89,140943.0,25.9508,1700024400000,3386,
2023-11-16,25.93,26.43,25.7588,25.98,141903.0,26.0041,1700110800000,3303,
2023-11-17,26.09,26.09,24.82,25.16,167029.0,25.275,1700197200000,3486,
2023-11-20,25.21,25.835,25.21,25.81,110460.0,25.672,1700456400000,2575,
2023-11-21,25.45,25.72,25.085,25.71,153952.0,25.5204,1700542800000,3378,
2023-11-22,25.94,26.78,25.76,26.32,139630.0,26.4139,1700629200000,3566,
2023-11-24,26.26,26.39,25.91,26.35,44727.0,26.2248,1700802000000,1094,
2023-11-27,26.25,27.14,25.84,26.58,147109.0,26.671,1701061200000,3467,
2023-11-28,26.31,26.61,26.0,26.25,95478.0,26.304,1701147600000,2374,
2023-11-29,26.78,27.34,26.19,26.57,136735.0,26.6104,1701234000000,2798,
2023-11-30,26.57,26.57,25.82,26.13,164519.0,26.0988,1701320400000,3555,
2023-12-01,25.96,26.7,25.74,26.58,138503.0,26.4162,1701406800000,3634,
2023-12-04,26.34,26.8,26.2155,26.78,155323.0,26.6114,1701666000000,3070,
2023-12-05,26.62,26.79,25.72,25.89,73213.0,25.931,1701752400000,2133,
2023-12-06,26.21,26.44,25.32,25.49,131730.0,25.7553,1701838800000,3283,
2023-12-07,25.9,26.82,25.5616,26.76,196406.0,26.3513,1701925200000,3275,
2023-12-08,26.41,27.522,26.4,27.28,142233.0,27.1848,1702011600000,3297,
2023-12-11,27.14,27.66,26.735,27.42,166163.0,27.3803,1702270800000,3805,
2023-12-12,27.46,27.7,26.9501,27.66,124849.0,27.5676,1702357200000,2948,
2023-12-13,27.47,28.53,26.91,28.48,182890.0,27.8664,1702443600000,5200,
2023-12-14,29.3,31.62,28.6461,31.37,328748.0,30.956,1702530000000,6224,
2023-12-15,31.76,32.36,30.75,30.91,576714.0,31.1608,1702616400000,5868,
2023-12-18,31.12,31.555,30.28,31.51,173958.0,31.3012,1702875600000,4329,
2023-12-19,31.74,32.36,30.86,32.09,159245.0,31.9871,1702962000000,4027,
2023-12-20,31.81,33.2,31.25,31.28,186005.0,32.1672,1703048400000,5103,
2023-12-21,32.1,32.89,31.91,32.83,161062.0,32.5149,1703134800000,4029,
2023-12-22,33.13,34.48,33.13,33.74,235915.0,33.9248,1703221200000,5979,
2023-12-26,33.83,34.795,33.83,34.55,135062.0,34.4848,1703566800000,3732,
2023-12-27,34.82,34.9,34.13,34.34,98418.0,34.4451,1703653200000,2807,
2023-12-28,34.2,34.715,34.2,34.61,114779.0,34.4927,1703739600000,2611,
2023-12-29,34.45,34.45,33.375,33.63,208875.0,33.7131,1703826000000,3193,
2024-01-02,33.15,33.64,32.715,33.33,186924.0,33.1416,1704171600000,5254,
2024-01-03,32.9,33.21,32.305,32.81,262006.0,32.8356,1704258000000,5741,
2024-01-04,32.77,32.77,31.91,31.95,235662.0,32.2167,1704344400000,4284,
2024-01-05,31.73,32.39,31.5452,32.29,131400.0,32.2055,1704430800000,3119,
2024-01-08,32.3,33.16,31.28,31.74,207700.0,32.1934,1704690000000,3818,
2024-01-09,31.4,33.1,31.15,32.8,159625.0,32.5228,1704776400000,3670,
2024-01-10,33.02,33.5,31.9,32.54,131361.0,32.4744,1704862800000,3660,
2024-01-11,32.41,32.62,31.295,31.94,153554.0,31.8912,1704949200000,3476,
2024-01-12,32.29,32.6833,32.01,32.35,112836.0,32.2997,1705035600000,2278,
2024-01-16,32.5,33.43,32.27,33.3,172048.0,33.0911,1705381200000,3150,
2024-01-17,32.72,32.72,31.635,32.6,146053.0,32.243,1705467600000,4081,
2024-01-18,33.42,35.74,33.36,35.53,407707.0,35.0343,1705554000000,7717,
2024-01-19,36.01,36.73,35.15,36.01,405934.0,35.9423,1705640400000,6313,
2024-01-22,36.23,37.68,36.23,37.5,204368.0,37.2401,1705899600000,3927,
2024-01-23,37.88,38.375,37.28,38.2,381439.0,38.0438,1705986000000,6147,
2024-01-24,38.79,39.84,37.9001,38.14,450011.0,38.7454,1706072400000,7103,
2024-01-25,38.83,39.15,37.22,37.82,341890.0,38.0865,1706158800000,6194,
2024-01-26,37.65,37.8,36.55,36.99,146575.0,37.1601,1706245200000,3428,
2024-01-29,36.75,38.06,36.47,38.04,170905.0,37.4661,1706504400000,3285,
2024-01-30,37.65,37.94,37.32,37.76,219511.0,37.7008,1706590800000,4518,
2024-01-31,37.22,38.0,36.1,36.2,319051.0,36.862,1706677200000,6174,
2024-02-01,36.34,37.29,35.8,37.11,253724.0,36.8163,1706763600000,5470,
2024-02-02,36.73,38.05,36.68,37.72,195455.0,37.506,1706850000000,3558,
2024-02-05,37.61,38.46,37.155,37.72,204106.0,37.8328,1707109200000,5127,
2024-02-06,37.63,38.42,36.61,37.67,407622.0,37.5242,1707195600000,7589,
2024-02-07,37.29,39.26,33.9,38.9,497104.0,37.7898,1707282000000,9485,
2024-02-08,38.8,41.34,38.46,41.2,437786.0,40.4859,1707368400000,7005,
2024-02-09,40.9,42.96,40.81,42.9,381732.0,42.2124,1707454800000,6618,
2024-02-12,42.84,43.925,42.62,43.26,272384.0,43.2019,1707714000000,6118,
2024-02-13,41.04,42.655,40.6901,41.44,275223.0,41.4776,1707800400000,5319,
2024-02-14,42.32,44.06,40.7013,43.83,254565.0,43.4049,1707886800000,5070,
2024-02-15,44.22,45.66,43.22,45.48,515679.0,44.9801,1707973200000,8402,
2024-02-16,45.41,46.43,44.83,45.0,410928.0,45.3877,1708059600000,7275,
2024-02-20,43.97,44.59,41.06,41.32,263496.0,41.7018,1708405200000,5295,
2024-02-21,40.82,42.72,40.4969,42.67,304142.0,42.0986,1708491600000,6747,
2024-02-22,44.18,45.25,43.275,44.41,330851.0,44.5286,1708578000000,6060,
2024-02-23,44.41,44.41,42.59,43.12,231807.0,43.1086,1708664400000,4774,
2024-02-26,43.14,44.13,43.14,43.6,279567.0,43.6247,1708923600000,6234,
2024-02-27,43.67,44.54,43.31,43.35,887888.0,43.5362,1709010000000,7513,
2024-02-28,42.54,42.985,41.65,42.57,167877.0,42.4816,1709096400000,3380,
2024-02-29,43.57,43.57,42.09,42.8,247848.0,42.8119,1709182800000,3888,
2024-03-01,43.03,44.37,42.37,44.1,210560.0,43.7022,1709269200000,4976,
2024-03-04,44.38,44.58,43.09,43.37,205812.0,43.749,1709528400000,3944,
2024-03-05,42.89,44.14,42.1945,42.94,135512.0,43.1974,1709614800000,4520,
2024-03-06,43.61,44.355,43.2,43.68,160222.0,43.8093,1709701200000,3374,
