Date,open,high,low,close,vwap,quarterly P/E diluted,quarterly P/E basic,TTM P/E,TTM eps,TTM earnings
2023-10-10,18.06,18.4,17.62,17.8,17.9951,149.95916666666668,149.95916666666668,291.15972120397527,0.061804908747640025,147312000.0
2023-10-11,17.87,18.44,17.73,17.92,18.0088,150.07333333333335,150.07333333333335,291.38138644509615,0.061804908747640025,147312000.0
2023-10-12,17.92,18.24,17.5508,17.94,17.9718,149.76500000000001,149.76500000000001,290.7827284946237,0.061804908747640025,147312000.0
2023-10-13,18.06,18.16,17.27,17.36,17.5264,146.05333333333334,146.05333333333334,283.5761811665037,0.061804908747640025,147312000.0
2023-10-16,17.21,17.46,16.67,17.36,17.2268,143.55666666666667,143.55666666666667,278.72866976213754,0.061804908747640025,147312000.0
2023-10-17,17.0,18.03,16.91,17.84,17.6977,147.48083333333335,147.48083333333335,286.3478056777452,0.061804908747640025,147312000.0
2023-10-18,17.81,18.22,17.19,17.2,17.5637,146.36416666666668,146.36416666666668,284.17969310035846,0.061804908747640025,147312000.0
2023-10-19,17.44,17.5799,16.97,17.06,17.2242,143.535,143.535,278.68660190615833,0.061804908747640025,147312000.0
2023-10-20,16.85,16.94,15.81,16.11,16.2634,135.52833333333334,135.52833333333334,263.14091112740306,0.061804908747640025,147312000.0
2023-10-23,15.9,16.34,15.21,16.2,15.8818,132.34833333333333,132.34833333333333,256.96664426523296,0.061804908747640025,147312000.0
2023-10-24,16.38,16.93,16.3,16.64,16.6167,138.47250000000003,138.47250000000003,268.85728555718475,0.061804908747640025,147312000.0
2023-10-25,16.57,16.63,15.58,15.59,15.9572,132.9766666666667,132.9766666666667,258.18661208862824,0.061804908747640025,147312000.0
2023-10-26,15.6,15.91,15.05,15.29,15.4067,128.38916666666668,128.38916666666668,249.27955258227436,0.061804908747640025,147312000.0
2023-10-27,15.48,15.6,14.96,15.07,15.1799,126.49916666666667,126.49916666666667,245.6099411453242,0.061804908747640025,147312000.0
2023-10-30,15.27,15.29,14.56,14.69,14.8167,123.47250000000001,123.47250000000001,239.73338526392962,0.061804908747640025,147312000.0
2023-10-31,14.58,15.01,14.55,14.8,14.8187,123.48916666666666,123.48916666666666,239.76574515314434,0.061804908747640025,147312000.0
2023-11-01,14.8,14.96,14.48,14.92,14.7479,122.89916666666667,122.89916666666667,238.62020507494296,0.061804908747640025,147312000.0
2023-11-02,17.48,18.3,17.2101,17.97,17.7428,147.85666666666665,147.85666666666665,287.0775211795373,0.061804908747640025,147312000.0
2023-11-03,18.02,19.0789,17.76,18.89,18.7365,156.1375,156.1375,303.15553213587486,0.061804908747640025,147312000.0
2023-11-06,18.99,19.08,17.93,18.54,18.3676,153.06333333333333,153.06333333333333,297.1867505702183,0.061804908747640025,147312000.0
2023-11-07,18.86,19.17,18.53,18.8,18.8875,157.39583333333334,157.39583333333334,305.5987037715868,0.061804908747640025,147312000.0
2023-11-08,18.85,18.93,18.15,18.49,18.4529,153.77416666666667,153.77416666666667,298.56689984522643,0.061804908747640025,147312000.0
2023-11-09,18.66,18.87,18.16,18.27,18.5376,154.48000000000002,154.48000000000002,299.9373411534702,0.061804908747640025,147312000.0
2023-11-10,18.155,19.72,18.06,19.67,19.2773,160.64416666666668,160.64416666666668,311.9056461795373,0.061804908747640025,147312000.0
2023-11-13,19.59,19.88,19.3,19.71,19.6213,163.51083333333335,163.51083333333335,317.47154712447053,0.061804908747640025,147312000.0
2023-11-14,20.0,20.1,19.5,19.94,19.8907,165.75583333333333,165.75583333333333,321.83042420169437,0.061804908747640025,147312000.0
2023-11-15,19.9,20.37,19.611,19.95,19.9934,166.61166666666668,166.61166666666668,323.49210451287064,0.061804908747640025,147312000.0
2023-11-16,19.8,19.875,19.29,19.77,19.6594,163.82833333333335,163.82833333333335,318.0880030140111,0.061804908747640025,147312000.0
2023-11-17,19.68,20.58,19.6587,20.49,20.2603,168.83583333333334,168.83583333333334,327.8105317285761,0.061804908747640025,147312000.0
2023-11-20,20.65,21.6,20.56,21.34,21.251,177.0916666666667,177.0916666666667,343.8400028510916,0.061804908747640025,147312000.0
2023-11-21,21.11,21.85,19.72,19.8,20.3867,169.88916666666668,169.88916666666668,329.8556767269469,0.061804908747640025,147312000.0
2023-11-22,20.26,20.44,19.33,19.69,19.7772,164.81,164.81,319.99400048875856,0.061804908747640025,147312000.0
2023-11-24,19.38,19.6,18.93,19.2,19.2535,160.44583333333333,160.44583333333333,311.52056349788205,0.061804908747640025,147312000.0
2023-11-27,19.13,19.5,18.62,19.08,19.1726,159.77166666666668,159.77166666666668,310.21160597914627,0.061804908747640025,147312000.0
2023-11-28,19.11,19.8,19.03,19.71,19.5304,162.75333333333333,162.75333333333333,316.0007901596611,0.061804908747640025,147312000.0
2023-11-29,19.945,20.31,19.78,19.84,20.0214,166.845,166.845,323.94514296187685,0.061804908747640025,147312000.0
2023-11-30,19.94,20.23,19.68,20.05,19.9591,166.32583333333332,166.32583333333332,322.937132412838,0.061804908747640025,147312000.0
2023-12-01,19.93,20.29,19.55,20.27,19.9999,166.66583333333335,166.66583333333335,323.5972741528185,0.061804908747640025,147312000.0
2023-12-04,19.75,19.9,18.27,18.4,18.7965,156.63750000000002,156.63750000000002,304.12632881231673,0.061804908747640025,147312000.0
2023-12-05,18.25,18.55,17.96,18.3,18.2646,152.205,152.205,295.52021627565983,0.061804908747640025,147312000.0
2023-12-06,17.69,17.83,17.05,17.13,17.4861,145.7175,145.7175,282.924129398827,0.061804908747640025,147312000.0
2023-12-07,17.22,17.48,17.08,17.22,17.2761,143.9675,143.9675,279.52634103128054,0.061804908747640025,147312000.0
2023-12-08,17.18,17.92,17.09,17.77,17.6295,146.9125,146.9125,285.24433345552296,0.061804908747640025,147312000.0
2023-12-11,17.97,18.28,17.7,17.77,17.9953,149.96083333333334,149.96083333333334,291.1629571928967,0.061804908747640025,147312000.0
2023-12-12,17.69,17.88,17.2301,17.5,17.5427,146.18916666666667,146.18916666666667,283.83991426360376,0.061804908747640025,147312000.0
2023-12-13,17.65,17.9,17.22,17.87,17.5549,146.29083333333332,146.29083333333332,284.03730958781364,0.061804908747640025,147312000.0
2023-12-14,18.17,18.58,17.72,18.21,18.1245,151.03750000000002,151.03750000000002,293.25340603616814,0.061804908747640025,147312000.0
2023-12-15,18.67,19.15,18.04,18.2,18.5023,154.18583333333336,154.18583333333336,299.36618910883027,0.061804908747640025,147312000.0
2023-12-18,18.21,18.575,17.77,17.84,18.0791,150.65916666666666,150.65916666666666,292.5188365509938,0.061804908747640025,147312000.0
2023-12-19,17.98,18.19,17.84,17.95,17.9831,149.85916666666668,149.85916666666668,290.96556186868685,0.061804908747640025,147312000.0
2023-12-20,17.87,17.92,17.19,17.25,17.5586,146.32166666666666,146.32166666666666,284.0971753828608,0.061804908747640025,147312000.0
2023-12-21,17.53,17.74,17.42,17.59,17.5741,146.45083333333335,146.45083333333335,284.347964524275,0.061804908747640025,147312000.0
2023-12-22,17.7,17.7,17.325,17.41,17.4981,145.81750000000002,145.81750000000002,283.11828873411537,0.061804908747640025,147312000.0
