,Instrument,Date,Price High,Price Low,Price Open,Price Close,Volume
38,MSFT.O,2019-02-27T00:00:00Z,112.36,110.88,111.69,112.17,21487062
39,MSFT.O,2019-02-28T00:00:00Z,112.88,111.73,112.04,112.03,29083934
40,MSFT.O,2019-03-01T00:00:00Z,113.02,111.665,112.89,112.53,23501169
41,MSFT.O,2019-03-04T00:00:00Z,113.25,110.8,113.02,112.26,26608014
42,MSFT.O,2019-03-05T00:00:00Z,112.39,111.23,112.25,111.7,19538318
43,MSFT.O,2019-03-06T00:00:00Z,112.66,111.43,111.87,111.75,17686996
44,MSFT.O,2019-03-07T00:00:00Z,111.55,109.865,111.4,110.39,25338954
45,MSFT.O,2019-03-08T00:00:00Z,110.71,108.8,109.16,110.51,22818430
46,MSFT.O,2019-03-11T00:00:00Z,112.95,110.98,110.99,112.83,26491618
47,MSFT.O,2019-03-12T00:00:00Z,113.99,112.6499,112.82,113.62,26132717
48,MSFT.O,2019-03-13T00:00:00Z,115.0,113.78,114.13,114.5,35513771
49,MSFT.O,2019-03-14T00:00:00Z,115.2,114.33,114.54,114.59,30763367
50,MSFT.O,2019-03-15T00:00:00Z,117.25,114.59,115.34,115.91,54630661
51,MSFT.O,2019-03-18T00:00:00Z,117.61,116.05,116.17,117.57,31207596
52,MSFT.O,2019-03-19T00:00:00Z,118.44,116.99,118.09,117.65,37588697
53,MSFT.O,2019-03-20T00:00:00Z,118.75,116.71,117.39,117.52,28113343
54,MSFT.O,2019-03-21T00:00:00Z,120.82,117.09,117.135,120.22,29854446
55,MSFT.O,2019-03-22T00:00:00Z,119.59,117.04,119.5,117.05,33624528
56,MSFT.O,2019-03-25T00:00:00Z,118.01,116.3224,116.56,117.66,27067117
57,MSFT.O,2019-03-26T00:00:00Z,118.705,116.85,118.62,117.91,26097665
58,MSFT.O,2019-03-27T00:00:00Z,118.21,115.5215,117.875,116.77,22733427
59,MSFT.O,2019-03-28T00:00:00Z,117.58,116.13,117.44,116.93,18334755
60,MSFT.O,2019-03-29T00:00:00Z,118.32,116.96,118.07,117.94,25399752
61,MSFT.O,2019-04-01T00:00:00Z,119.1085,118.1,118.95,119.02,22789103
62,MSFT.O,2019-04-02T00:00:00Z,119.48,118.52,119.06,119.19,18142297
63,MSFT.O,2019-04-03T00:00:00Z,120.43,119.15,119.86,119.97,22860744
64,MSFT.O,2019-04-04T00:00:00Z,120.23,118.38,120.1,119.36,20112848
65,MSFT.O,2019-04-05T00:00:00Z,120.23,119.37,119.39,119.89,15826245
66,MSFT.O,2019-04-08T00:00:00Z,120.02,118.64,119.81,119.93,15116186
67,MSFT.O,2019-04-09T00:00:00Z,119.54,118.58,118.63,119.28,17611981
68,MSFT.O,2019-04-10T00:00:00Z,120.35,119.54,119.76,120.19,16477169
69,MSFT.O,2019-04-11T00:00:00Z,120.85,119.92,120.54,120.33,14209121
70,MSFT.O,2019-04-12T00:00:00Z,120.98,120.37,120.64,120.95,19745143
71,MSFT.O,2019-04-15T00:00:00Z,121.58,120.57,120.94,121.05,15792572
72,MSFT.O,2019-04-16T00:00:00Z,121.65,120.1,121.64,120.77,14071787
73,MSFT.O,2019-04-17T00:00:00Z,121.85,120.54,121.24,121.77,19300938
74,MSFT.O,2019-04-18T00:00:00Z,123.52,121.3018,122.19,123.37,27990998
75,MSFT.O,2019-04-22T00:00:00Z,124.0,122.57,122.62,123.76,15648724
76,MSFT.O,2019-04-23T00:00:00Z,125.58,123.83,124.1,125.44,24025521
77,MSFT.O,2019-04-24T00:00:00Z,125.85,124.52,125.79,125.01,31256980
78,MSFT.O,2019-04-25T00:00:00Z,131.37,128.83,130.06,129.15,38033892
79,MSFT.O,2019-04-26T00:00:00Z,130.5152,129.02,129.7,129.89,23654933
80,MSFT.O,2019-04-29T00:00:00Z,130.18,129.35,129.9,129.77,16324183
81,MSFT.O,2019-04-30T00:00:00Z,130.7,129.3947,129.81,130.6,24166503
82,MSFT.O,2019-05-01T00:00:00Z,130.65,127.7,130.53,127.88,26821692
83,MSFT.O,2019-05-02T00:00:00Z,128.0,125.52,127.98,126.21,27350161
84,MSFT.O,2019-05-03T00:00:00Z,129.43,127.25,127.36,128.9,24911126
85,MSFT.O,2019-05-06T00:00:00Z,128.56,126.11,126.39,128.15,24239464
86,MSFT.O,2019-05-07T00:00:00Z,127.18,124.22,126.46,125.52,36017661
87,MSFT.O,2019-05-08T00:00:00Z,126.37,124.75,125.44,125.51,28418996
88,MSFT.O,2019-05-09T00:00:00Z,125.79,123.57,124.29,125.5,27235835
89,MSFT.O,2019-05-10T00:00:00Z,127.93,123.82,124.91,127.13,30915084
90,MSFT.O,2019-05-13T00:00:00Z,125.55,123.04,124.11,123.35,33944923
91,MSFT.O,2019-05-14T00:00:00Z,125.88,123.7,123.87,124.73,25266315
92,MSFT.O,2019-05-15T00:00:00Z,126.71,123.7,124.26,126.02,24722708
93,MSFT.O,2019-05-16T00:00:00Z,129.38,126.46,126.75,128.93,30112216
94,MSFT.O,2019-05-17T00:00:00Z,130.46,127.92,128.305,128.07,25770539
95,MSFT.O,2019-05-20T00:00:00Z,127.5894,125.7607,126.52,126.22,23706934
96,MSFT.O,2019-05-21T00:00:00Z,127.5273,126.58,127.43,126.9,15293260
97,MSFT.O,2019-05-22T00:00:00Z,128.24,126.52,126.62,127.67,15396485
98,MSFT.O,2019-05-23T00:00:00Z,126.29,124.74,126.2,126.18,23603810
99,MSFT.O,2019-05-24T00:00:00Z,127.415,125.97,126.91,126.24,14123358
100,MSFT.O,2019-05-28T00:00:00Z,128.0,126.05,126.98,126.16,23128359
101,MSFT.O,2019-05-29T00:00:00Z,125.39,124.04,125.38,124.94,22763140
102,MSFT.O,2019-05-30T00:00:00Z,125.76,124.78,125.26,125.73,16829613
103,MSFT.O,2019-05-31T00:00:00Z,124.615,123.32,124.23,123.68,26646769
104,MSFT.O,2019-06-03T00:00:00Z,124.37,119.01,123.85,119.84,37983637
105,MSFT.O,2019-06-04T00:00:00Z,123.28,120.6522,121.28,123.16,29382642
106,MSFT.O,2019-06-05T00:00:00Z,125.87,124.21,124.95,125.83,24926140
107,MSFT.O,2019-06-06T00:00:00Z,127.97,125.6,126.44,127.82,21458961
108,MSFT.O,2019-06-07T00:00:00Z,132.25,128.26,129.19,131.4,33885588
109,MSFT.O,2019-06-10T00:00:00Z,134.08,132.0,132.4,132.6,26477098
110,MSFT.O,2019-06-11T00:00:00Z,134.24,131.2757,133.88,132.1,23913731
111,MSFT.O,2019-06-12T00:00:00Z,131.97,130.71,131.4,131.49,17092464
112,MSFT.O,2019-06-13T00:00:00Z,132.67,131.56,131.98,132.32,17200848
113,MSFT.O,2019-06-14T00:00:00Z,133.79,131.64,132.26,132.45,17821703
114,MSFT.O,2019-06-17T00:00:00Z,133.73,132.53,132.63,132.85,14517785
115,MSFT.O,2019-06-18T00:00:00Z,135.24,133.57,134.19,135.16,25934458
116,MSFT.O,2019-06-19T00:00:00Z,135.93,133.81,135.0,135.69,23744441
117,MSFT.O,2019-06-20T00:00:00Z,137.66,135.72,137.45,136.95,33042592
118,MSFT.O,2019-06-21T00:00:00Z,137.73,136.46,136.58,136.97,36727892
119,MSFT.O,2019-06-24T00:00:00Z,138.4,137.0,137.0,137.78,20628841
120,MSFT.O,2019-06-25T00:00:00Z,137.59,132.73,137.25,133.43,33327420
121,MSFT.O,2019-06-26T00:00:00Z,135.74,133.6,134.35,133.93,23657745
122,MSFT.O,2019-06-27T00:00:00Z,134.71,133.51,134.14,134.15,16557482
123,MSFT.O,2019-06-28T00:00:00Z,134.6,133.1558,134.57,133.96,30042969
124,MSFT.O,2019-07-01T00:00:00Z,136.7,134.97,136.63,135.68,22654160
125,MSFT.O,2019-07-02T00:00:00Z,136.59,135.34,136.12,136.58,15237843
126,MSFT.O,2019-07-03T00:00:00Z,137.74,136.295,136.8,137.46,13629296
127,MSFT.O,2019-07-05T00:00:00Z,137.33,135.72,135.94,137.06,18141140
128,MSFT.O,2019-07-08T00:00:00Z,137.1,135.3701,136.4,136.96,16779748
129,MSFT.O,2019-07-09T00:00:00Z,136.97,135.8,136.0,136.46,19953097
130,MSFT.O,2019-07-10T00:00:00Z,138.58,137.02,137.13,137.85,24204362
131,MSFT.O,2019-07-11T00:00:00Z,139.22,137.87,138.2,138.4,22327942
132,MSFT.O,2019-07-12T00:00:00Z,139.13,138.0099,138.85,138.9,18936832
133,MSFT.O,2019-07-15T00:00:00Z,139.54,138.46,139.44,138.9,16651457
134,MSFT.O,2019-07-16T00:00:00Z,139.05,136.52,138.96,137.08,22726128
135,MSFT.O,2019-07-17T00:00:00Z,137.93,136.22,137.7,136.27,20210956
136,MSFT.O,2019-07-18T00:00:00Z,136.62,134.67,135.55,136.42,30808707
137,MSFT.O,2019-07-19T00:00:00Z,140.67,136.45,140.22,136.62,48992364
138,MSFT.O,2019-07-22T00:00:00Z,139.19,137.33,137.41,138.43,25080760
139,MSFT.O,2019-07-23T00:00:00Z,139.99,138.03,139.76,139.29,18034589
140,MSFT.O,2019-07-24T00:00:00Z,140.74,138.85,138.9,140.72,20738275
141,MSFT.O,2019-07-25T00:00:00Z,140.61,139.3215,140.43,140.19,18356883
142,MSFT.O,2019-07-26T00:00:00Z,141.675,140.3,140.37,141.34,19037600
143,MSFT.O,2019-07-29T00:00:00Z,141.51,139.3663,141.5,141.03,16605870
144,MSFT.O,2019-07-30T00:00:00Z,141.2199,139.8005,140.14,140.35,16846528
145,MSFT.O,2019-07-31T00:00:00Z,140.49,135.08,140.33,136.27,38598786
146,MSFT.O,2019-08-01T00:00:00Z,140.9383,136.93,137.0,138.06,40557502
147,MSFT.O,2019-08-02T00:00:00Z,138.32,135.26,138.09,136.9,30791624
148,MSFT.O,2019-08-05T00:00:00Z,133.9298,130.78,133.3,132.21,42749551
149,MSFT.O,2019-08-06T00:00:00Z,135.68,133.21,133.8,134.69,32696651
150,MSFT.O,2019-08-07T00:00:00Z,135.65,131.8284,133.79,135.28,33414539
151,MSFT.O,2019-08-08T00:00:00Z,138.99,135.93,136.6,138.89,27496508
152,MSFT.O,2019-08-09T00:00:00Z,139.38,136.46,138.61,137.71,23466701
153,MSFT.O,2019-08-12T00:00:00Z,137.86,135.24,137.07,135.79,20484348
154,MSFT.O,2019-08-13T00:00:00Z,138.8,135.0,136.05,138.6,25496593
155,MSFT.O,2019-08-14T00:00:00Z,136.92,133.67,136.36,133.98,32527251
156,MSFT.O,2019-08-15T00:00:00Z,134.58,132.25,134.39,133.68,28125416
157,MSFT.O,2019-08-16T00:00:00Z,136.46,134.72,134.88,136.13,25026151
158,MSFT.O,2019-08-19T00:00:00Z,138.55,136.885,137.855,138.41,24370543
159,MSFT.O,2019-08-20T00:00:00Z,138.71,137.24,138.21,137.26,21188998
160,MSFT.O,2019-08-21T00:00:00Z,139.4935,138.0,138.55,138.79,14982314
161,MSFT.O,2019-08-22T00:00:00Z,139.2,136.29,138.66,137.78,18709662
162,MSFT.O,2019-08-23T00:00:00Z,138.35,132.8,137.1897,133.39,38515386
163,MSFT.O,2019-08-26T00:00:00Z,135.56,133.9,134.99,135.45,20325271
164,MSFT.O,2019-08-27T00:00:00Z,136.72,134.66,136.39,135.74,23115635
165,MSFT.O,2019-08-28T00:00:00Z,135.76,133.55,134.88,135.56,17410828
166,MSFT.O,2019-08-29T00:00:00Z,138.44,136.91,137.25,138.12,20179716
167,MSFT.O,2019-08-30T00:00:00Z,139.18,136.27,139.15,137.86,23946123
168,MSFT.O,2019-09-03T00:00:00Z,137.2,135.7,136.61,136.04,18880773
169,MSFT.O,2019-09-04T00:00:00Z,137.69,136.48,137.3,137.63,18015310
170,MSFT.O,2019-09-05T00:00:00Z,140.3837,138.76,139.11,140.05,26119520
171,MSFT.O,2019-09-06T00:00:00Z,140.18,138.2,140.03,139.1,20824504
172,MSFT.O,2019-09-09T00:00:00Z,139.75,136.46,139.59,137.52,25773932
173,MSFT.O,2019-09-10T00:00:00Z,136.8862,134.51,136.8,136.08,28903378
174,MSFT.O,2019-09-11T00:00:00Z,136.27,135.09,135.91,136.12,24726117
175,MSFT.O,2019-09-12T00:00:00Z,138.42,136.87,137.85,137.52,27009981
176,MSFT.O,2019-09-13T00:00:00Z,138.06,136.57,137.78,137.32,23363057
177,MSFT.O,2019-09-16T00:00:00Z,136.7,135.66,135.83,136.33,16731440
178,MSFT.O,2019-09-17T00:00:00Z,137.52,136.425,136.96,137.39,17976285
179,MSFT.O,2019-09-18T00:00:00Z,138.67,136.5299,137.36,138.52,24473386
180,MSFT.O,2019-09-19T00:00:00Z,142.37,140.0736,140.3,141.07,36095413
181,MSFT.O,2019-09-20T00:00:00Z,141.65,138.25,141.01,139.44,40040766
182,MSFT.O,2019-09-23T00:00:00Z,139.63,138.44,139.23,139.14,17408374
183,MSFT.O,2019-09-24T00:00:00Z,140.69,136.88,140.36,137.38,30016670
184,MSFT.O,2019-09-25T00:00:00Z,139.958,136.03,137.5,139.36,22544054
185,MSFT.O,2019-09-26T00:00:00Z,140.18,138.44,139.44,139.54,17813512
186,MSFT.O,2019-09-27T00:00:00Z,140.36,136.645,140.15,137.73,22498958
187,MSFT.O,2019-09-30T00:00:00Z,139.215,137.78,138.05,139.03,18430390
188,MSFT.O,2019-10-01T00:00:00Z,140.25,137.0,139.66,137.07,22581929
189,MSFT.O,2019-10-02T00:00:00Z,136.37,133.5799,136.25,134.65,32001763
190,MSFT.O,2019-10-03T00:00:00Z,136.75,133.22,134.95,136.28,26379798
191,MSFT.O,2019-10-04T00:00:00Z,138.25,136.42,136.75,138.12,23839548
192,MSFT.O,2019-10-07T00:00:00Z,138.18,137.02,137.14,137.12,16601284
193,MSFT.O,2019-10-08T00:00:00Z,137.76,135.62,137.08,135.67,26783336
194,MSFT.O,2019-10-09T00:00:00Z,138.7,136.97,137.46,138.24,20178482
195,MSFT.O,2019-10-10T00:00:00Z,139.6699,138.25,138.49,139.1,18396605
196,MSFT.O,2019-10-11T00:00:00Z,141.03,139.5,140.12,139.68,25551065
197,MSFT.O,2019-10-14T00:00:00Z,140.29,139.52,139.69,139.55,13591639
198,MSFT.O,2019-10-15T00:00:00Z,141.79,139.81,140.06,141.575,19917762
199,MSFT.O,2019-10-16T00:00:00Z,140.99,139.53,140.79,140.41,20841687
200,MSFT.O,2019-10-17T00:00:00Z,141.42,139.02,140.95,139.69,22102797
201,MSFT.O,2019-10-18T00:00:00Z,140.0,136.56,139.76,137.41,32284428
202,MSFT.O,2019-10-21T00:00:00Z,138.5,137.01,138.45,138.43,20716039
203,MSFT.O,2019-10-22T00:00:00Z,140.01,136.26,138.97,136.37,27935270
204,MSFT.O,2019-10-23T00:00:00Z,137.45,135.61,136.88,137.24,31380309
205,MSFT.O,2019-10-24T00:00:00Z,140.42,138.67,139.39,139.94,37278399
206,MSFT.O,2019-10-25T00:00:00Z,141.14,139.2,139.34,140.73,25959724
207,MSFT.O,2019-10-28T00:00:00Z,145.67,143.51,144.4,144.19,35280137
208,MSFT.O,2019-10-29T00:00:00Z,144.5,142.65,144.08,142.83,20589469
209,MSFT.O,2019-10-30T00:00:00Z,145.0,142.79,143.52,144.61,18496591
210,MSFT.O,2019-10-31T00:00:00Z,144.93,142.99,144.9,143.37,24605135
211,MSFT.O,2019-11-01T00:00:00Z,144.42,142.965,144.26,143.72,33128366
212,MSFT.O,2019-11-04T00:00:00Z,145.0,144.16,144.83,144.55,16911999
213,MSFT.O,2019-11-05T00:00:00Z,145.02,143.905,144.97,144.46,18250172
214,MSFT.O,2019-11-06T00:00:00Z,144.52,143.2,144.37,144.06,16575798
215,MSFT.O,2019-11-07T00:00:00Z,144.88,143.77,143.84,144.26,17786715
216,MSFT.O,2019-11-08T00:00:00Z,145.99,143.76,143.98,145.96,16752939
217,MSFT.O,2019-11-11T00:00:00Z,146.42,144.73,145.34,146.11,14370178
218,MSFT.O,2019-11-12T00:00:00Z,147.57,146.06,146.28,147.07,18648712
219,MSFT.O,2019-11-13T00:00:00Z,147.4625,146.28,146.74,147.31,17444230
220,MSFT.O,2019-11-14T00:00:00Z,148.41,147.0,147.02,148.06,19755100
221,MSFT.O,2019-11-15T00:00:00Z,149.99,148.27,148.93,149.97,23508807
222,MSFT.O,2019-11-18T00:00:00Z,150.55,148.98,150.07,150.34,21554762
223,MSFT.O,2019-11-19T00:00:00Z,151.33,150.195,150.88,150.39,23960164
224,MSFT.O,2019-11-20T00:00:00Z,150.84,148.46,150.31,149.62,25720060
225,MSFT.O,2019-11-21T00:00:00Z,149.8,148.501,149.4,149.48,18576083
226,MSFT.O,2019-11-22T00:00:00Z,150.3,148.82,150.07,149.59,15841680
227,MSFT.O,2019-11-25T00:00:00Z,151.35,149.92,150.0,151.23,22428585
228,MSFT.O,2019-11-26T00:00:00Z,152.42,151.32,151.36,152.03,24635100
229,MSFT.O,2019-11-27T00:00:00Z,152.5,151.52,152.33,152.32,15201293
230,MSFT.O,2019-11-29T00:00:00Z,152.3,151.28,152.1,151.38,11977300
231,MSFT.O,2019-12-02T00:00:00Z,151.83,148.32,151.81,149.55,27473616
232,MSFT.O,2019-12-03T00:00:00Z,149.43,146.65,147.49,149.31,25192145
233,MSFT.O,2019-12-04T00:00:00Z,150.1799,149.2,150.14,149.85,17580617
234,MSFT.O,2019-12-05T00:00:00Z,150.32,149.48,150.05,149.93,17880601
235,MSFT.O,2019-12-06T00:00:00Z,151.87,150.27,150.99,151.75,16410400
236,MSFT.O,2019-12-09T00:00:00Z,152.21,150.91,151.07,151.36,16741350
237,MSFT.O,2019-12-10T00:00:00Z,151.89,150.765,151.29,151.13,16481060
238,MSFT.O,2019-12-11T00:00:00Z,151.87,150.33,151.54,151.7,18860001
239,MSFT.O,2019-12-12T00:00:00Z,153.44,151.02,151.65,153.24,24645366
240,MSFT.O,2019-12-13T00:00:00Z,154.89,152.83,153.0035,154.53,23850062
241,MSFT.O,2019-12-16T00:00:00Z,155.9,154.82,155.11,155.53,24152770
242,MSFT.O,2019-12-17T00:00:00Z,155.71,154.45,155.45,154.69,25443527
243,MSFT.O,2019-12-18T00:00:00Z,155.48,154.18,154.3,154.37,24132379
244,MSFT.O,2019-12-19T00:00:00Z,155.77,153.75,154.0,155.71,25813825
245,MSFT.O,2019-12-20T00:00:00Z,158.49,156.29,157.35,157.41,53599613
246,MSFT.O,2019-12-23T00:00:00Z,158.12,157.27,158.12,157.41,17726283
247,MSFT.O,2019-12-24T00:00:00Z,157.71,157.115,157.48,157.38,8989150
248,MSFT.O,2019-12-26T00:00:00Z,158.73,157.4,157.56,158.67,14526927
249,MSFT.O,2019-12-27T00:00:00Z,159.55,158.22,159.45,158.96,18414352
250,MSFT.O,2019-12-30T00:00:00Z,159.02,156.73,158.9865,157.59,16356720
251,MSFT.O,2019-12-31T00:00:00Z,157.77,156.45,156.77,157.7,18393383
252,MSFT.O,2020-01-02T00:00:00Z,160.73,158.33,158.78,160.62,22634546
253,MSFT.O,2020-01-03T00:00:00Z,159.945,158.06,158.32,158.62,21121681
254,MSFT.O,2020-01-06T00:00:00Z,159.1,156.51,157.08,159.03,20826702
255,MSFT.O,2020-01-07T00:00:00Z,159.67,157.32,159.32,157.58,21881740
256,MSFT.O,2020-01-08T00:00:00Z,160.8,157.9491,158.93,160.09,27762026
257,MSFT.O,2020-01-09T00:00:00Z,162.215,161.03,161.835,162.09,21399951
258,MSFT.O,2020-01-10T00:00:00Z,163.22,161.18,162.8235,161.34,20733946
259,MSFT.O,2020-01-13T00:00:00Z,163.31,161.26,161.76,163.28,21637007
260,MSFT.O,2020-01-14T00:00:00Z,163.6,161.72,163.39,162.13,23500783
261,MSFT.O,2020-01-15T00:00:00Z,163.94,162.57,162.62,163.18,21417871
262,MSFT.O,2020-01-16T00:00:00Z,166.24,164.03,164.35,166.17,23865360
263,MSFT.O,2020-01-17T00:00:00Z,167.4675,165.43,167.42,167.1,34371659
264,MSFT.O,2020-01-21T00:00:00Z,168.19,166.43,166.68,166.5,29517191
265,MSFT.O,2020-01-22T00:00:00Z,167.49,165.68,167.4,165.7,24138777
266,MSFT.O,2020-01-23T00:00:00Z,166.8,165.27,166.19,166.72,19680766
267,MSFT.O,2020-01-24T00:00:00Z,167.53,164.45,167.51,165.04,24918117
268,MSFT.O,2020-01-27T00:00:00Z,163.375,160.2,161.15,162.28,32078067
269,MSFT.O,2020-01-28T00:00:00Z,165.755,163.073,163.78,165.46,24899940
270,MSFT.O,2020-01-29T00:00:00Z,168.75,165.69,167.84,168.04,35127771
271,MSFT.O,2020-01-30T00:00:00Z,174.05,170.79,174.05,172.78,51597470
272,MSFT.O,2020-01-31T00:00:00Z,172.4,169.58,172.21,170.23,36142690
273,MSFT.O,2020-02-03T00:00:00Z,174.5,170.4,170.43,174.38,30149052
274,MSFT.O,2020-02-04T00:00:00Z,180.64,176.31,177.14,180.12,36433339
275,MSFT.O,2020-02-05T00:00:00Z,184.2,178.4101,184.03,179.9,39186324
276,MSFT.O,2020-02-06T00:00:00Z,183.8199,180.059,180.97,183.63,27751381
277,MSFT.O,2020-02-07T00:00:00Z,185.63,182.48,182.845,183.89,33529074
278,MSFT.O,2020-02-10T00:00:00Z,188.84,183.25,183.58,188.7,35844267
279,MSFT.O,2020-02-11T00:00:00Z,190.7,183.5,190.65,184.44,53159906
280,MSFT.O,2020-02-12T00:00:00Z,185.85,181.85,185.58,184.71,47062921
281,MSFT.O,2020-02-13T00:00:00Z,186.23,182.872,183.08,183.71,35295834
282,MSFT.O,2020-02-14T00:00:00Z,185.41,182.65,183.25,185.35,23149516
283,MSFT.O,2020-02-18T00:00:00Z,187.7,185.5,185.605,187.23,27853113
284,MSFT.O,2020-02-19T00:00:00Z,188.18,186.47,188.06,187.28,29997471
285,MSFT.O,2020-02-20T00:00:00Z,187.25,181.1,186.95,184.42,36862376
286,MSFT.O,2020-02-21T00:00:00Z,183.5,177.25,183.17,178.59,48600385
287,MSFT.O,2020-02-24T00:00:00Z,174.55,163.23,167.77,170.89,68311066
288,MSFT.O,2020-02-25T00:00:00Z,174.84,167.6462,174.2,168.07,68073295
289,MSFT.O,2020-02-26T00:00:00Z,173.26,168.21,169.71,170.17,56387148
290,MSFT.O,2020-02-27T00:00:00Z,167.03,157.98,163.32,158.18,93174906
291,MSFT.O,2020-02-28T00:00:00Z,163.71,152.0,152.41,162.01,97073557
292,MSFT.O,2020-03-02T00:00:00Z,172.92,162.31,165.31,172.79,71030810
293,MSFT.O,2020-03-03T00:00:00Z,175.0,162.26,173.8,164.51,71677019
294,MSFT.O,2020-03-04T00:00:00Z,170.7,165.62,168.485,170.55,49814383
295,MSFT.O,2020-03-05T00:00:00Z,170.87,165.69,166.045,166.27,47817251
296,MSFT.O,2020-03-06T00:00:00Z,163.11,156.0,162.61,161.57,72821057
297,MSFT.O,2020-03-09T00:00:00Z,157.75,150.0,151.0,150.62,70419274
298,MSFT.O,2020-03-10T00:00:00Z,161.03,152.58,158.16,160.92,65354385
299,MSFT.O,2020-03-11T00:00:00Z,157.7,151.15,157.13,153.63,56504304
300,MSFT.O,2020-03-12T00:00:00Z,153.47,138.58,145.3,139.06,93226366
301,MSFT.O,2020-03-13T00:00:00Z,161.91,140.73,147.5,158.83,92727446
302,MSFT.O,2020-03-16T00:00:00Z,149.35,135.0,140.0,135.42,87905868
303,MSFT.O,2020-03-17T00:00:00Z,147.4998,135.0,140.0,146.57,81059817
304,MSFT.O,2020-03-18T00:00:00Z,146.0,135.02,138.0,140.4,81593173
305,MSFT.O,2020-03-19T00:00:00Z,150.15,139.0,142.77,142.71,85922661
306,MSFT.O,2020-03-20T00:00:00Z,147.1,135.86,146.0,137.35,84866215
307,MSFT.O,2020-03-23T00:00:00Z,140.57,132.52,137.01,135.98,78975176
308,MSFT.O,2020-03-24T00:00:00Z,149.6,141.27,143.75,148.34,82516727
309,MSFT.O,2020-03-25T00:00:00Z,154.33,144.44,148.91,146.92,75638224
310,MSFT.O,2020-03-26T00:00:00Z,156.66,148.37,148.4,156.11,64694427
311,MSFT.O,2020-03-27T00:00:00Z,154.89,149.2,151.75,149.7,57042291
312,MSFT.O,2020-03-30T00:00:00Z,160.6,150.01,152.44,160.23,63420326
313,MSFT.O,2020-03-31T00:00:00Z,164.78,156.56,159.4,157.71,77927186
314,MSFT.O,2020-04-01T00:00:00Z,157.75,150.82,153.0,152.11,57969926
